4.00	19.62
3.80	19.64
3.60	19.63
3.40	19.55
3.20	19.51
3.00	19.43
2.80	19.28
2.60	19.25
2.40	19.13
2.20	19.05
2.00	18.86
1.80	18.65
1.60	18.45
1.40	18.26
1.20	18.05
1.00	17.84
0.96	17.68
0.88	17.54
0.80	17.42
0.68	17.22
0.60	17.07
0.48	16.70
0.40	16.29
0.32	15.59
0.30	15.24
0.24	13.82
0.20	11.78
0.15	8.32
0.12	4.94
0.10	3.01
0.05	0.44
