4.00	36.42
3.80	36.50
3.60	36.60
3.40	36.37
3.20	36.24
3.00	36.07
2.80	35.79
2.60	35.58
2.40	35.29
2.20	34.91
2.00	34.50
1.80	34.12
1.60	33.61
1.40	32.92
1.20	32.34
1.00	31.60
0.96	31.45
0.88	31.10
0.80	30.72
0.68	29.95
0.60	29.07
0.48	27.29
0.40	25.62
0.32	24.62
0.30	23.42
0.24	20.48
0.20	17.27
0.15	12.24
0.12	7.65
0.10	4.87
0.05	0.74
